OrderID,CustomerID,OrderDate,ShipDate,ProductID,Quantity,Sales,Discount,ShippingCost,Region,Profit,ShippingMethod,PaymentType,OrderMonth,OrderYear,CustomerName,Segment,Country,ProductName,Category,SubCategory,ReturnStatus
ORD-00128,CUST-090,2023-01-04,2023-01-06,PROD-034,6,596.96,0.02,40.11,Central,539.621332372753,Same Day,Cash on Delivery,1,2023,Customer 90,Consumer,USA,Product 34,Furniture,Chairs,Not Returned
ORD-00129,CUST-062,2023-11-08,2023-11-10,PROD-012,6,387.82,0.21,30.38,West,285.5708482259354,Second Class,Cash on Delivery,11,2023,Customer 62,Consumer,Germany,Product 12,Furniture,Phones,Not Returned
ORD-00130,CUST-023,2023-08-23,2023-08-24,PROD-045,2,300.07,0.04,16.75,South,270.25629364658573,Second Class,UPI,8,2023,Customer 23,Corporate,USA,Product 45,Office Supplies,Storage,Not Returned
ORD-00131,CUST-009,2023-12-20,2023-12-22,PROD-007,7,219.16,0.3,36.27,West,129.47606076352668,First Class,Cash on Delivery,12,2023,Customer 9,Home Office,Canada,Product 7,Office Supplies,Storage,Not Returned
ORD-00132,CUST-012,2023-01-31,2023-02-04,PROD-010,2,766.56,0.44,30.53,East,398.6667100427863,First Class,Debit Card,1,2023,Customer 12,Home Office,USA,Product 10,Technology,Chairs,Not Returned
ORD-00133,CUST-001,2023-04-15,2023-04-17,PROD-045,6,398.81,0.44,40.83,South,178.6248421813753,First Class,Cash on Delivery,4,2023,Customer 1,Home Office,Germany,Product 45,Office Supplies,Storage,Not Returned
ORD-00134,CUST-058,2023-11-18,2023-11-20,PROD-017,1,521.05,0.33,38.08,Central,324.08422203871623,Same Day,Debit Card,11,2023,Customer 58,Consumer,Germany,Product 17,Office Supplies,Binders,Not Returned
ORD-00135,CUST-001,2023-01-18,2023-01-20,PROD-026,3,502.48,0.11,32.45,West,409.8415806098107,Same Day,UPI,1,2023,Customer 1,Home Office,Germany,Product 26,Technology,Storage,Not Returned
ORD-00136,CUST-034,2023-07-30,2023-07-31,PROD-021,2,585.73,0.43,26.97,East,292.76884241099447,First Class,Net Banking,7,2023,Customer 34,Corporate,Germany,Product 21,Furniture,Binders,Not Returned
ORD-00137,CUST-096,2023-06-10,2023-06-13,PROD-028,7,868.27,0.44,10.99,Central,470.0727311682618,Standard Class,Debit Card,6,2023,Customer 96,Consumer,UK,Product 28,Technology,Tables,Not Returned
ORD-00138,CUST-048,2023-12-23,2023-12-25,PROD-046,4,981.12,0.1,16.76,Central,872.4383294658853,Standard Class,Net Banking,12,2023,Customer 48,Consumer,India,Product 46,Office Supplies,Phones,Not Returned
ORD-00139,CUST-089,2023-01-29,2023-01-31,PROD-002,8,419.43,0.37,23.86,South,254.3012875158709,Second Class,Net Banking,1,2023,Customer 89,Corporate,India,Product 2,Technology,Binders,Not Returned
ORD-00140,CUST-001,2023-09-12,2023-09-16,PROD-043,6,830.97,0.14,31.97,Central,683.7754937529651,Standard Class,Debit Card,9,2023,Customer 1,Home Office,Germany,Product 43,Technology,Phones,Not Returned
ORD-00141,CUST-016,2023-12-09,2023-12-14,PROD-001,4,769.24,0.4,28.12,Central,446.6059706723402,Second Class,UPI,12,2023,Customer 16,Consumer,UK,Product 1,Furniture,Binders,Not Returned
ORD-00142,CUST-061,2023-04-12,2023-04-14,PROD-036,5,582.06,0.5,17.97,Central,259.478250785224,Same Day,Credit Card,4,2023,Customer 61,Corporate,UK,Product 36,Technology,Chairs,Not Returned
ORD-00143,CUST-064,2023-02-15,2023-02-16,PROD-026,9,956.93,0.02,5.29,Central,928.068765351821,Same Day,Net Banking,2,2023,Customer 64,Corporate,USA,Product 26,Technology,Storage,Not Returned
ORD-00144,CUST-063,2023-01-18,2023-01-23,PROD-029,7,216.47,0.45,27.33,West,88.842748828459,Standard Class,Net Banking,1,2023,Customer 63,Corporate,USA,Product 29,Office Supplies,Tables,Not Returned
ORD-00145,CUST-069,2023-07-12,2023-07-16,PROD-021,9,127.08,0.31,17.85,West,68.68960572527479,Same Day,UPI,7,2023,Customer 69,Corporate,Germany,Product 21,Furniture,Binders,Not Returned
ORD-00146,CUST-022,2023-01-29,2023-02-03,PROD-011,7,856.88,0.49,38.06,West,399.78974388250197,First Class,UPI,1,2023,Customer 22,Consumer,India,Product 11,Technology,Chairs,Not Returned
ORD-00147,CUST-093,2023-03-10,2023-03-12,PROD-040,1,450.37,0.23,6.08,West,347.6140095739219,First Class,Cash on Delivery,3,2023,Customer 93,Consumer,USA,Product 40,Furniture,Chairs,Not Returned
ORD-00148,CUST-067,2023-07-16,2023-07-21,PROD-011,8,850.03,0.42,31.32,East,457.2493316182952,Standard Class,UPI,7,2023,Customer 67,Corporate,India,Product 11,Technology,Chairs,Not Returned
ORD-00149,CUST-076,2023-07-21,2023-07-26,PROD-036,4,895.23,0.03,47.37,West,822.3933868695312,Standard Class,Net Banking,7,2023,Customer 76,Corporate,USA,Product 36,Technology,Chairs,Not Returned
ORD-00150,CUST-026,2023-08-15,2023-08-16,PROD-049,3,81.21,0.17,12.85,Central,54.10307109675947,Second Class,Debit Card,8,2023,Customer 26,Consumer,India,Product 49,Office Supplies,Tables,Not Returned
ORD-00151,CUST-016,2023-05-03,2023-05-05,PROD-039,7,885.8,0.03,26.22,West,823.7471009610883,Same Day,Credit Card,5,2023,Customer 16,Consumer,UK,Product 39,Technology,Phones,Not Returned
ORD-00152,CUST-051,2023-02-10,2023-02-14,PROD-040,3,459.35,0.49,9.11,West,224.02183310918565,Second Class,Cash on Delivery,2,2023,Customer 51,Corporate,UK,Product 40,Furniture,Chairs,Not Returned
ORD-00153,CUST-086,2023-11-08,2023-11-12,PROD-035,8,520.22,0.41,33.16,South,272.3332047010289,Second Class,Debit Card,11,2023,Customer 86,Corporate,Germany,Product 35,Furniture,Binders,Not Returned
ORD-00154,CUST-057,2023-11-16,2023-11-19,PROD-034,6,634.06,0.43,29.77,Central,329.99339434996955,First Class,Credit Card,11,2023,Customer 57,Home Office,Germany,Product 34,Furniture,Chairs,Not Returned
ORD-00155,CUST-029,2023-05-02,2023-05-03,PROD-047,5,927.85,0.47,23.33,West,468.74809456581454,First Class,Credit Card,5,2023,Customer 29,Home Office,UK,Product 47,Technology,Phones,Not Returned
ORD-00156,CUST-078,2023-10-04,2023-10-05,PROD-024,4,38.73,0.04,28.46,West,9.477535406133859,First Class,Credit Card,10,2023,Customer 78,Home Office,UK,Product 24,Office Supplies,Phones,Not Returned
ORD-00157,CUST-092,2023-12-04,2023-12-09,PROD-022,8,487.31,0.19,45.35,West,345.0481482089267,First Class,Debit Card,12,2023,Customer 92,Consumer,USA,Product 22,Furniture,Phones,Not Returned
ORD-00158,CUST-069,2023-06-25,2023-06-29,PROD-005,8,693.97,0.04,13.83,East,665.1083473397126,Second Class,Cash on Delivery,6,2023,Customer 69,Corporate,Germany,Product 5,Furniture,Chairs,Not Returned
ORD-00159,CUST-047,2023-06-11,2023-06-12,PROD-033,1,728.25,0.11,6.02,West,630.4276937079699,First Class,Cash on Delivery,6,2023,Customer 47,Corporate,India,Product 33,Technology,Binders,Not Returned
ORD-00160,CUST-094,2023-08-26,2023-08-27,PROD-036,9,698.68,0.11,43.77,South,570.845498915301,Same Day,Credit Card,8,2023,Customer 94,Home Office,India,Product 36,Technology,Chairs,Returned
ORD-00161,CUST-062,2023-10-22,2023-10-27,PROD-047,5,151.75,0.23,30.97,Central,113.67713624223555,First Class,Debit Card,10,2023,Customer 62,Consumer,Germany,Product 47,Technology,Phones,Not Returned
ORD-00162,CUST-069,2023-03-10,2023-03-13,PROD-020,4,313.41,0.13,45.08,Central,217.20678645010776,First Class,Credit Card,3,2023,Customer 69,Corporate,Germany,Product 20,Technology,Binders,Not Returned
ORD-00163,CUST-076,2023-06-19,2023-06-22,PROD-019,6,371.54,0.05,31.86,West,307.56545325290244,First Class,UPI,6,2023,Customer 76,Corporate,USA,Product 19,Technology,Chairs,Not Returned
ORD-00164,CUST-016,2023-03-19,2023-03-23,PROD-035,6,808.35,0.08,41.46,West,709.5667674500122,Standard Class,Cash on Delivery,3,2023,Customer 16,Consumer,UK,Product 35,Furniture,Binders,Not Returned
ORD-00165,CUST-090,2023-11-13,2023-11-15,PROD-043,2,293.18,0.07,24.34,West,227.54620146226125,Same Day,Net Banking,11,2023,Customer 90,Consumer,USA,Product 43,Technology,Phones,Not Returned
ORD-00166,CUST-090,2023-12-20,2023-12-24,PROD-017,8,226.49,0.49,38.74,Central,74.41716090027562,Same Day,Credit Card,12,2023,Customer 90,Consumer,USA,Product 17,Office Supplies,Binders,Not Returned
ORD-00167,CUST-048,2023-12-06,2023-12-11,PROD-045,7,958.3,0.38,46.09,Central,569.5142492507648,Second Class,UPI,12,2023,Customer 48,Consumer,India,Product 45,Office Supplies,Storage,Not Returned
ORD-00168,CUST-085,2023-05-27,2023-06-01,PROD-043,1,28.69,0.48,30.75,East,-31.280559221534006,Second Class,Cash on Delivery,5,2023,Customer 85,Consumer,UK,Product 43,Technology,Phones,Returned
ORD-00169,CUST-039,2023-08-04,2023-08-09,PROD-034,5,997.86,0.22,13.14,South,745.3711551426129,First Class,Debit Card,8,2023,Customer 39,Consumer,Canada,Product 34,Furniture,Chairs,Not Returned
ORD-00170,CUST-100,2023-08-18,2023-08-19,PROD-009,6,683.28,0.14,17.1,East,555.5289879804229,Standard Class,Cash on Delivery,8,2023,Customer 100,Consumer,USA,Product 9,Technology,Phones,Not Returned
ORD-00171,CUST-033,2023-01-20,2023-01-24,PROD-026,4,831.9,0.4,13.94,South,494.18359568346983,Second Class,Debit Card,1,2023,Customer 33,Corporate,UK,Product 26,Technology,Storage,Not Returned
ORD-00172,CUST-094,2023-01-20,2023-01-23,PROD-002,2,308.73,0.16,16.11,East,254.47096719985814,Second Class,Debit Card,1,2023,Customer 94,Home Office,India,Product 2,Technology,Binders,Not Returned
ORD-00173,CUST-023,2023-12-31,2024-01-02,PROD-009,4,34.03,0.15,18.79,Central,5.009612030214912,First Class,Credit Card,12,2023,Customer 23,Corporate,USA,Product 9,Technology,Phones,Not Returned
ORD-00174,CUST-010,2023-12-16,2023-12-17,PROD-009,1,743.11,0.12,29.98,East,630.7889240400108,First Class,Credit Card,12,2023,Customer 10,Home Office,UK,Product 9,Technology,Phones,Not Returned
ORD-00175,CUST-069,2023-11-26,2023-11-28,PROD-040,7,837.46,0.06,31.46,South,769.6549532751199,Second Class,Cash on Delivery,11,2023,Customer 69,Corporate,Germany,Product 40,Furniture,Chairs,Not Returned
ORD-00176,CUST-100,2023-03-15,2023-03-19,PROD-017,2,745.67,0.13,24.19,West,642.4163641442982,Second Class,UPI,3,2023,Customer 100,Consumer,USA,Product 17,Office Supplies,Binders,Not Returned
ORD-00177,CUST-034,2023-06-07,2023-06-08,PROD-001,2,159.99,0.18,32.69,South,96.03844718820154,Same Day,Cash on Delivery,6,2023,Customer 34,Corporate,Germany,Product 1,Furniture,Binders,Not Returned
ORD-00178,CUST-052,2023-05-25,2023-05-30,PROD-025,9,758.36,0.34,8.67,West,468.83288282330005,Standard Class,Net Banking,5,2023,Customer 52,Consumer,Canada,Product 25,Furniture,Chairs,Returned
ORD-00179,CUST-095,2023-08-30,2023-09-04,PROD-043,5,773.54,0.03,8.95,Central,733.175010775903,Same Day,Debit Card,8,2023,Customer 95,Consumer,USA,Product 43,Technology,Phones,Not Returned
ORD-00180,CUST-010,2023-07-13,2023-07-14,PROD-040,2,665.37,0.11,12.73,South,575.1812580506474,Second Class,Debit Card,7,2023,Customer 10,Home Office,UK,Product 40,Furniture,Chairs,Not Returned
ORD-00181,CUST-019,2023-03-31,2023-04-04,PROD-042,9,770.79,0.4,28.31,East,431.57461203421605,Same Day,Credit Card,3,2023,Customer 19,Corporate,India,Product 42,Office Supplies,Binders,Not Returned
ORD-00182,CUST-058,2023-06-13,2023-06-14,PROD-025,9,849.0,0.07,14.63,South,773.0614059899127,Same Day,UPI,6,2023,Customer 58,Consumer,Germany,Product 25,Furniture,Chairs,Not Returned
ORD-00183,CUST-096,2023-12-06,2023-12-08,PROD-039,1,621.33,0.17,17.75,West,509.1428459793067,Second Class,Credit Card,12,2023,Customer 96,Consumer,UK,Product 39,Technology,Phones,Not Returned
ORD-00184,CUST-001,2023-04-12,2023-04-17,PROD-035,3,106.83,0.43,23.01,Central,50.627384266875815,First Class,Net Banking,4,2023,Customer 1,Home Office,Germany,Product 35,Furniture,Binders,Not Returned
ORD-00185,CUST-069,2023-07-11,2023-07-12,PROD-003,4,497.88,0.08,41.53,East,414.8028634607521,Second Class,Cash on Delivery,7,2023,Customer 69,Corporate,Germany,Product 3,Office Supplies,Chairs,Returned
ORD-00186,CUST-004,2023-07-25,2023-07-29,PROD-050,7,96.1,0.04,5.62,South,97.62084876051817,First Class,Cash on Delivery,7,2023,Customer 4,Home Office,USA,Product 50,Furniture,Storage,Not Returned
ORD-00187,CUST-016,2023-05-26,2023-05-27,PROD-037,4,419.39,0.24,34.22,West,288.09301366631087,Second Class,UPI,5,2023,Customer 16,Consumer,UK,Product 37,Office Supplies,Storage,Not Returned
ORD-00188,CUST-024,2023-07-08,2023-07-12,PROD-044,2,418.96,0.15,35.1,East,321.6610597286257,Second Class,Credit Card,7,2023,Customer 24,Corporate,India,Product 44,Technology,Phones,Not Returned
ORD-00189,CUST-080,2023-06-22,2023-06-23,PROD-044,7,84.69,0.28,40.94,Central,29.10224157109964,Second Class,Credit Card,6,2023,Customer 80,Corporate,India,Product 44,Technology,Phones,Not Returned
ORD-00190,CUST-002,2023-04-28,2023-05-01,PROD-030,6,361.84,0.4,46.97,East,170.85652048237915,Standard Class,Net Banking,4,2023,Customer 2,Consumer,India,Product 30,Technology,Phones,Not Returned
ORD-00191,CUST-092,2024-01-01,2024-01-02,PROD-038,3,128.78,0.07,5.91,Central,134.43351177097762,First Class,Cash on Delivery,1,2024,Customer 92,Consumer,USA,Product 38,Furniture,Binders,Not Returned
ORD-00192,CUST-032,2023-06-26,2023-07-01,PROD-034,6,812.07,0.29,11.92,East,550.2655883320544,Standard Class,Credit Card,6,2023,Customer 32,Home Office,UK,Product 34,Furniture,Chairs,Not Returned
ORD-00193,CUST-091,2023-09-20,2023-09-24,PROD-012,6,948.73,0.25,44.88,South,661.5157910090799,Second Class,UPI,9,2023,Customer 91,Consumer,Canada,Product 12,Furniture,Phones,Returned
ORD-00194,CUST-084,2023-06-07,2023-06-08,PROD-019,5,90.87,0.07,25.63,West,57.61391103046051,Same Day,Cash on Delivery,6,2023,Customer 84,Consumer,USA,Product 19,Technology,Chairs,Not Returned
ORD-00195,CUST-024,2023-01-21,2023-01-26,PROD-037,4,956.01,0.31,30.41,South,633.6314269045799,Standard Class,Net Banking,1,2023,Customer 24,Corporate,India,Product 37,Office Supplies,Storage,Not Returned
ORD-00196,CUST-012,2023-09-26,2023-10-01,PROD-044,1,532.13,0.14,34.84,South,435.47140487103087,First Class,UPI,9,2023,Customer 12,Home Office,USA,Product 44,Technology,Phones,Not Returned
ORD-00197,CUST-050,2023-08-09,2023-08-10,PROD-049,6,313.57,0.24,35.56,Central,202.50921432763843,Second Class,Debit Card,8,2023,Customer 50,Corporate,UK,Product 49,Office Supplies,Tables,Not Returned
ORD-00198,CUST-035,2023-10-15,2023-10-18,PROD-017,2,95.32,0.04,46.93,Central,30.354903504937912,Standard Class,Net Banking,10,2023,Customer 35,Home Office,Canada,Product 17,Office Supplies,Binders,Not Returned
ORD-00199,CUST-033,2023-07-23,2023-07-26,PROD-010,3,510.61,0.23,49.86,Central,351.7348389645501,Same Day,UPI,7,2023,Customer 33,Corporate,UK,Product 10,Technology,Chairs,Not Returned
ORD-00200,CUST-033,2023-10-09,2023-10-14,PROD-049,8,798.63,0.15,37.41,South,648.9750876614197,Standard Class,Credit Card,10,2023,Customer 33,Corporate,UK,Product 49,Office Supplies,Tables,Not Returned
ORD-00201,CUST-061,2023-08-21,2023-08-25,PROD-047,6,712.94,0.41,17.92,East,383.29601340620604,First Class,Debit Card,8,2023,Customer 61,Corporate,UK,Product 47,Technology,Phones,Not Returned
ORD-00202,CUST-051,2023-06-26,2023-06-27,PROD-012,3,69.22,0.03,44.59,East,22.515358663292,Standard Class,Net Banking,6,2023,Customer 51,Corporate,UK,Product 12,Furniture,Phones,Not Returned
ORD-00203,CUST-043,2023-09-22,2023-09-27,PROD-016,7,91.44,0.21,7.21,South,49.126181693197026,Same Day,Credit Card,9,2023,Customer 43,Home Office,India,Product 16,Office Supplies,Chairs,Returned
ORD-00204,CUST-012,2023-12-24,2023-12-28,PROD-024,4,414.82,0.23,15.4,South,297.3648890249794,Same Day,Debit Card,12,2023,Customer 12,Home Office,USA,Product 24,Office Supplies,Phones,Not Returned
ORD-00205,CUST-067,2023-07-20,2023-07-21,PROD-019,9,309.38,0.36,45.38,West,143.595110730372,First Class,Cash on Delivery,7,2023,Customer 67,Corporate,India,Product 19,Technology,Chairs,Not Returned
ORD-00206,CUST-065,2023-10-20,2023-10-21,PROD-008,5,247.74,0.29,16.53,Central,167.45804698241986,Same Day,Credit Card,10,2023,Customer 65,Corporate,USA,Product 8,Technology,Storage,Not Returned
ORD-00207,CUST-033,2023-01-09,2023-01-12,PROD-031,3,295.38,0.33,14.93,Central,184.14290174172183,Second Class,UPI,1,2023,Customer 33,Corporate,UK,Product 31,Technology,Storage,Returned
ORD-00208,CUST-040,2023-06-14,2023-06-16,PROD-021,2,807.41,0.39,11.22,South,468.44418999243965,Same Day,Net Banking,6,2023,Customer 40,Home Office,Germany,Product 21,Furniture,Binders,Not Returned
ORD-00209,CUST-074,2023-12-23,2023-12-24,PROD-017,2,930.64,0.43,43.66,South,495.60545962957355,Second Class,Debit Card,12,2023,Customer 74,Corporate,USA,Product 17,Office Supplies,Binders,Not Returned
ORD-00210,CUST-043,2023-05-04,2023-05-05,PROD-023,3,417.0,0.16,27.5,East,308.44194176071585,Standard Class,Credit Card,5,2023,Customer 43,Home Office,India,Product 23,Technology,Chairs,Not Returned
ORD-00211,CUST-044,2023-11-27,2023-12-02,PROD-037,2,907.99,0.27,35.37,South,630.7638379047095,Second Class,Cash on Delivery,11,2023,Customer 44,Consumer,Canada,Product 37,Office Supplies,Storage,Not Returned
ORD-00212,CUST-029,2023-01-24,2023-01-27,PROD-016,4,335.07,0.42,15.76,East,170.44049330708447,Second Class,Net Banking,1,2023,Customer 29,Home Office,UK,Product 16,Office Supplies,Chairs,Not Returned
ORD-00213,CUST-013,2023-01-12,2023-01-17,PROD-006,2,486.91,0.49,39.11,South,205.55732917469484,Standard Class,Net Banking,1,2023,Customer 13,Consumer,Germany,Product 6,Office Supplies,Binders,Not Returned
ORD-00214,CUST-012,2023-05-06,2023-05-07,PROD-008,9,241.51,0.44,39.2,West,101.08830748038383,Same Day,Credit Card,5,2023,Customer 12,Home Office,USA,Product 8,Technology,Storage,Not Returned
ORD-00215,CUST-095,2023-01-26,2023-01-31,PROD-025,2,647.67,0.19,19.07,West,510.75719399059534,Second Class,Cash on Delivery,1,2023,Customer 95,Consumer,USA,Product 25,Furniture,Chairs,Not Returned
ORD-00216,CUST-046,2023-02-03,2023-02-08,PROD-018,9,979.4,0.1,23.48,East,871.3496907355596,Same Day,Debit Card,2,2023,Customer 46,Home Office,Canada,Product 18,Office Supplies,Phones,Not Returned
ORD-00217,CUST-002,2023-06-12,2023-06-14,PROD-025,6,611.42,0.24,14.44,Central,449.41666300328546,Standard Class,Credit Card,6,2023,Customer 2,Consumer,India,Product 25,Furniture,Chairs,Not Returned
ORD-00218,CUST-035,2023-06-05,2023-06-09,PROD-012,1,370.66,0.37,48.95,West,187.63030862963342,First Class,Debit Card,6,2023,Customer 35,Home Office,Canada,Product 12,Furniture,Phones,Not Returned
ORD-00219,CUST-087,2023-08-27,2023-08-29,PROD-015,4,654.86,0.25,34.05,East,452.7176267759567,Same Day,Net Banking,8,2023,Customer 87,Home Office,Germany,Product 15,Furniture,Binders,Not Returned
ORD-00220,CUST-081,2023-10-06,2023-10-10,PROD-026,1,140.46,0.24,47.05,South,61.51949882622798,Same Day,Debit Card,10,2023,Customer 81,Home Office,USA,Product 26,Technology,Storage,Not Returned
ORD-00221,CUST-090,2023-05-17,2023-05-22,PROD-041,6,890.89,0.42,18.65,South,502.4610604800852,First Class,Cash on Delivery,5,2023,Customer 90,Consumer,USA,Product 41,Furniture,Chairs,Not Returned
ORD-00222,CUST-008,2023-11-12,2023-11-17,PROD-045,4,513.02,0.18,40.19,East,379.50330152545627,First Class,UPI,11,2023,Customer 8,Corporate,India,Product 45,Office Supplies,Storage,Not Returned
ORD-00223,CUST-093,2023-08-22,2023-08-23,PROD-026,3,460.36,0.43,39.46,Central,204.90769515907508,Standard Class,Cash on Delivery,8,2023,Customer 93,Consumer,USA,Product 26,Technology,Storage,Not Returned
ORD-00224,CUST-026,2023-01-29,2023-01-30,PROD-047,3,594.15,0.2,36.12,East,442.5147089633089,Same Day,Debit Card,1,2023,Customer 26,Consumer,India,Product 47,Technology,Phones,Not Returned
ORD-00225,CUST-074,2023-01-14,2023-01-17,PROD-032,9,632.29,0.16,48.45,East,486.3192147735545,Same Day,Credit Card,1,2023,Customer 74,Corporate,USA,Product 32,Technology,Chairs,Not Returned
ORD-00226,CUST-090,2023-07-17,2023-07-18,PROD-010,6,90.34,0.23,22.71,West,40.050065236520496,Standard Class,Net Banking,7,2023,Customer 90,Consumer,USA,Product 10,Technology,Chairs,Not Returned
ORD-00227,CUST-034,2023-11-07,2023-11-08,PROD-016,9,688.96,0.38,10.88,East,403.4313296392749,Same Day,UPI,11,2023,Customer 34,Corporate,Germany,Product 16,Office Supplies,Chairs,Not Returned
ORD-00228,CUST-007,2023-07-04,2023-07-07,PROD-007,5,257.09,0.06,35.23,East,221.1933915050396,Second Class,Credit Card,7,2023,Customer 7,Home Office,USA,Product 7,Office Supplies,Storage,Not Returned
ORD-00229,CUST-068,2023-07-21,2023-07-25,PROD-017,2,719.67,0.1,37.82,South,614.797455108944,Second Class,Credit Card,7,2023,Customer 68,Corporate,USA,Product 17,Office Supplies,Binders,Not Returned
ORD-00230,CUST-058,2023-05-23,2023-05-24,PROD-023,8,826.08,0.48,30.88,West,396.390789690783,Second Class,Cash on Delivery,5,2023,Customer 58,Consumer,Germany,Product 23,Technology,Chairs,Not Returned
